model,task_mode,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,roc_auc_ovr_mean,roc_auc_ovr_std
hist_gradient_boosting,all_visits,0.9472240669539058,0.006507956061878373,0.7836249606819076,0.023051393916066344,0.8090860912104769,0.02139224676477891,0.9687187114091202,0.007368037086717108
logistic_regression,all_visits,0.9072581381554983,0.006907794424917471,0.8570308037164217,0.02832143536844752,0.7974191896680372,0.025262271303963798,0.9700634016142484,0.005370570821734405
random_forest,all_visits,0.9482920790136214,0.006531813919537708,0.8111209415463323,0.021689278822263246,0.8298772787894467,0.022714795895933833,0.9755288778997924,0.005757195779188997
