analysis,evaluation_label,n_rows,coverage,accuracy,balanced_accuracy,macro_f1,cohen_kappa,roc_auc_ovr,log_loss,brier_score,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,precision_class_2,recall_class_2,f1_class_2,confusion_matrix
all,exploratory post-hoc D4 replay,210,1.0,0.7571428571428571,0.7361918604651163,0.7340278218890935,0.6074334726193094,0.8717415416712028,0.6446004320157109,0.3689329050063231,0.7931034482758621,0.8023255813953488,0.7976878612716763,0.7666666666666667,0.75,0.7582417582417582,0.6363636363636364,0.65625,0.6461538461538462,"[[69, 12, 5], [16, 69, 7], [2, 9, 21]]"
validation_frozen_selective,exploratory post-hoc D4 replay,96,0.45714285714285713,0.8333333333333334,0.8455764734834501,0.8533061491605629,0.7359009628610729,0.9204229527595399,0.48561688532013836,0.2783894610547321,0.8717948717948718,0.7906976744186046,0.8292682926829268,0.7317073170731707,0.8571428571428571,0.7894736842105263,1.0,0.8888888888888888,0.9411764705882353,"[[34, 9, 0], [5, 30, 0], [0, 2, 16]]"
