accuracy,balanced_accuracy,macro_f1,cohen_kappa,roc_auc_ovr,log_loss,brier_score,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,precision_class_2,recall_class_2,f1_class_2,confusion_matrix,model,seed,task_mode,missing_indicators,n_features,n_train_subjects,n_val_subjects,n_test_subjects,n_train_visits,n_val_visits,n_test_visits,train_macro_f1,val_macro_f1
0.8815028901734104,0.9036303924267202,0.8779461227508727,0.8146323615884175,0.9728590880938602,0.3272003269956635,0.1824613956200539,0.8803418803418803,0.9809523809523808,0.927927927927928,0.952054794520548,0.8034682080924855,0.8714733542319749,0.7590361445783133,0.9264705882352942,0.8344370860927153,"[[103, 2, 0], [14, 139, 20], [0, 5, 63]]",logistic_regression,46,baseline_only,False,69,1211,173,346,1211,173,346,0.9387354616130676,0.8859059719422556
0.9219653179190752,0.9184158827307416,0.9156207908952938,0.8742529478274915,0.9829572626725368,0.3332307816731798,0.1744468208092485,1.0,0.9333333333333332,0.9655172413793104,0.9195402298850576,0.9248554913294798,0.9221902017291066,0.8243243243243243,0.8970588235294118,0.8591549295774648,"[[98, 7, 0], [0, 160, 13], [0, 7, 61]]",random_forest,46,baseline_only,False,69,1211,173,346,1211,173,346,1.0,0.90729091970316
0.930635838150289,0.9140228731184188,0.9240482707488624,0.8865170689042556,0.9876558389551008,0.2636213085721305,0.1197728365775444,1.0,0.923809523809524,0.9603960396039604,0.9027027027027028,0.9653179190751444,0.9329608938547486,0.90625,0.8529411764705882,0.8787878787878788,"[[97, 8, 0], [0, 167, 6], [0, 10, 58]]",hist_gradient_boosting,46,baseline_only,False,69,1211,173,346,1211,173,346,1.0,0.884063622297361
0.8815028901734104,0.9006552139160094,0.8774722787769266,0.8141223024410698,0.9708668821834456,0.3407123567614891,0.1883978647040904,0.8803418803418803,0.9809523809523808,0.927927927927928,0.945945945945946,0.8092485549132948,0.8722741433021807,0.7654320987654321,0.9117647058823528,0.8322147651006712,"[[103, 2, 0], [14, 140, 19], [0, 6, 62]]",logistic_regression,46,baseline_only,True,69,1211,173,346,1211,173,346,0.9420952715973928,0.8946259985475672
0.8930635838150289,0.8931977029732895,0.8852707800769407,0.828960025651988,0.9798240535473274,0.3764706151707122,0.1999403179190751,0.98,0.9333333333333332,0.9560975609756096,0.9047619047619048,0.8786127167630058,0.8914956011730205,0.7564102564102564,0.8676470588235294,0.8082191780821918,"[[98, 7, 0], [2, 152, 19], [0, 9, 59]]",random_forest,46,baseline_only,True,69,1211,173,346,1211,173,346,1.0,0.9010178453403832
0.9190751445086706,0.903340565513296,0.9108302076224728,0.8679821214433664,0.986601097565082,0.2826187268535862,0.1255138374510553,1.0,0.923809523809524,0.9603960396039604,0.8961748633879781,0.9479768786127168,0.9213483146067416,0.8636363636363636,0.8382352941176471,0.8507462686567164,"[[97, 8, 0], [0, 164, 9], [0, 11, 57]]",hist_gradient_boosting,46,baseline_only,True,69,1211,173,346,1211,173,346,1.0,0.8789898094816128
0.8254716981132075,0.8409604005320537,0.8285197800500326,0.7314998890199256,0.9501118030025406,0.4262677853497018,0.25088027758881243,0.8324225865209471,0.887378640776699,0.8590225563909775,0.8505747126436781,0.7580025608194623,0.8016249153689912,0.7782705099778271,0.8775,0.8249118683901293,"[[457, 58, 0], [89, 592, 100], [3, 46, 351]]",logistic_regression,42,all_visits,False,69,1211,173,346,6293,915,1696,0.8408468926760625,0.833674920354056
0.8455188679245284,0.8485548877258847,0.846173943968196,0.7592877093458896,0.9530963483030006,0.42424000591585725,0.24205448817930278,0.9271948608137045,0.8407766990291262,0.8818737270875764,0.8352490421455939,0.8373879641485276,0.8363171355498721,0.7780269058295964,0.8675,0.8203309692671394,"[[433, 82, 0], [28, 654, 99], [6, 47, 347]]",random_forest,42,all_visits,False,69,1211,173,346,6293,915,1696,0.999202957485766,0.8427552399988963
0.8649764150943396,0.8588632634287632,0.8644909965499094,0.7874343572552507,0.9589848305255617,0.38899645402295674,0.21074823295502804,0.9279661016949152,0.8504854368932039,0.8875379939209727,0.8351383874849578,0.8886043533930857,0.8610421836228288,0.8524173027989822,0.8375,0.8448928121059268,"[[438, 77, 0], [29, 694, 58], [5, 60, 335]]",hist_gradient_boosting,42,all_visits,False,69,1211,173,346,6293,915,1696,0.9975626645576686,0.8482901190430319
0.8290094339622641,0.8454021481048694,0.8321098579356491,0.7371991166590348,0.9480404956946269,0.43261889738015846,0.25365938339569877,0.8318264014466547,0.8932038834951457,0.8614232209737828,0.8579710144927536,0.7580025608194623,0.8048946295037389,0.7814569536423841,0.885,0.8300117233294255,"[[460, 55, 0], [90, 592, 99], [3, 43, 354]]",logistic_regression,42,all_visits,True,69,1211,173,346,6293,915,1696,0.8480131075222003,0.8347619709121038
