model,seed,task_mode,missing_indicators,class_id,bin,n,mean_predicted,observed_rate
random_forest,44,baseline_only,False,0,0,129,0.0268992248062015,0.0
random_forest,44,baseline_only,False,0,1,58,0.1475862068965517,0.0172413793103448
random_forest,44,baseline_only,False,0,2,41,0.2386585365853658,0.0975609756097561
random_forest,44,baseline_only,False,0,3,12,0.3429166666666667,0.0833333333333333
random_forest,44,baseline_only,False,0,4,6,0.4366666666666667,0.3333333333333333
random_forest,44,baseline_only,False,0,5,2,0.5475,0.0
random_forest,44,baseline_only,False,0,6,2,0.6225,1.0
random_forest,44,baseline_only,False,0,7,16,0.7446875,0.9375
random_forest,44,baseline_only,False,0,8,35,0.8564285714285715,1.0
random_forest,44,baseline_only,False,0,9,45,0.9397777777777776,1.0
random_forest,44,baseline_only,False,1,0,59,0.0596610169491525,0.0
random_forest,44,baseline_only,False,1,1,56,0.1409821428571428,0.0
random_forest,44,baseline_only,False,1,2,29,0.2453448275862069,0.1034482758620689
random_forest,44,baseline_only,False,1,3,12,0.3470833333333333,0.1666666666666666
random_forest,44,baseline_only,False,1,4,14,0.4442857142857143,0.5714285714285714
random_forest,44,baseline_only,False,1,5,13,0.5492307692307692,0.6923076923076923
random_forest,44,baseline_only,False,1,6,46,0.6492391304347827,0.8695652173913043
random_forest,44,baseline_only,False,1,7,83,0.7463855421686747,0.9397590361445785
random_forest,44,baseline_only,False,1,8,33,0.8313636363636364,1.0
random_forest,44,baseline_only,False,1,9,1,0.935,0.0
random_forest,44,baseline_only,False,2,0,198,0.0208080808080808,0.005050505050505
random_forest,44,baseline_only,False,2,1,35,0.1402857142857143,0.0
random_forest,44,baseline_only,False,2,2,26,0.2459615384615384,0.1538461538461538
random_forest,44,baseline_only,False,2,3,14,0.3528571428571427,0.2142857142857142
random_forest,44,baseline_only,False,2,4,7,0.4442857142857143,0.2857142857142857
random_forest,44,baseline_only,False,2,5,9,0.5472222222222222,0.5555555555555556
random_forest,44,baseline_only,False,2,6,9,0.6422222222222222,0.7777777777777778
random_forest,44,baseline_only,False,2,7,13,0.7388461538461539,0.8461538461538461
random_forest,44,baseline_only,False,2,8,20,0.8469999999999999,1.0
random_forest,44,baseline_only,False,2,9,15,0.9309999999999998,1.0
hist_gradient_boosting,44,baseline_only,False,0,0,241,0.0024952232638613,0.0165975103734439
hist_gradient_boosting,44,baseline_only,False,0,3,1,0.3182379785724588,1.0
hist_gradient_boosting,44,baseline_only,False,0,4,2,0.4777171909351596,0.0
hist_gradient_boosting,44,baseline_only,False,0,5,2,0.5221583123519431,0.5
hist_gradient_boosting,44,baseline_only,False,0,8,1,0.8245435794578939,1.0
hist_gradient_boosting,44,baseline_only,False,0,9,99,0.9999901234988754,0.98989898989899
hist_gradient_boosting,44,baseline_only,False,1,0,155,0.0029811911481486,0.0193548387096774
hist_gradient_boosting,44,baseline_only,False,1,1,3,0.1599350349826194,0.3333333333333333
hist_gradient_boosting,44,baseline_only,False,1,2,3,0.2614115580494742,0.6666666666666666
hist_gradient_boosting,44,baseline_only,False,1,3,1,0.375897459971663,0.0
hist_gradient_boosting,44,baseline_only,False,1,4,4,0.4726014625297546,0.5
hist_gradient_boosting,44,baseline_only,False,1,5,3,0.541315814941492,1.0
hist_gradient_boosting,44,baseline_only,False,1,6,4,0.6624515723474963,0.75
hist_gradient_boosting,44,baseline_only,False,1,7,1,0.7923183886059002,0.0
hist_gradient_boosting,44,baseline_only,False,1,8,3,0.8537042355740775,0.3333333333333333
hist_gradient_boosting,44,baseline_only,False,1,9,169,0.994236763057141,0.9349112426035504
hist_gradient_boosting,44,baseline_only,False,2,0,274,0.0013756581541979,0.0255474452554744
hist_gradient_boosting,44,baseline_only,False,2,1,3,0.1461707184399255,0.6666666666666666
hist_gradient_boosting,44,baseline_only,False,2,2,1,0.2075223749432325,1.0
hist_gradient_boosting,44,baseline_only,False,2,3,3,0.3438812531028524,0.0
hist_gradient_boosting,44,baseline_only,False,2,4,1,0.4204782737058741,0.0
hist_gradient_boosting,44,baseline_only,False,2,5,2,0.5324488141782949,0.5
hist_gradient_boosting,44,baseline_only,False,2,6,1,0.6239761994427019,1.0
hist_gradient_boosting,44,baseline_only,False,2,7,3,0.7382022652584164,0.3333333333333333
hist_gradient_boosting,44,baseline_only,False,2,8,2,0.8477624285522617,0.5
hist_gradient_boosting,44,baseline_only,False,2,9,56,0.991738902158214,0.9642857142857144
logistic_regression,44,baseline_only,True,0,0,206,0.0077815646727859,0.0
logistic_regression,44,baseline_only,True,0,1,11,0.1594317650126726,0.0
logistic_regression,44,baseline_only,True,0,2,5,0.2566295265292678,0.2
logistic_regression,44,baseline_only,True,0,3,5,0.3588362209040184,0.2
logistic_regression,44,baseline_only,True,0,4,5,0.4775812323331003,0.2
logistic_regression,44,baseline_only,True,0,5,5,0.5688576226107083,0.2
logistic_regression,44,baseline_only,True,0,6,6,0.6175987533505959,0.6666666666666666
logistic_regression,44,baseline_only,True,0,7,6,0.7734423141189861,1.0
logistic_regression,44,baseline_only,True,0,8,19,0.8553163174836533,0.7368421052631579
logistic_regression,44,baseline_only,True,0,9,78,0.9630654213674882,0.9871794871794872
logistic_regression,44,baseline_only,True,1,0,131,0.0281432549426398,0.0229007633587786
logistic_regression,44,baseline_only,True,1,1,25,0.1438612816480596,0.32
logistic_regression,44,baseline_only,True,1,2,8,0.2383519331316676,0.125
logistic_regression,44,baseline_only,True,1,3,13,0.3742229107815813,0.4615384615384615
logistic_regression,44,baseline_only,True,1,4,9,0.4549882043052154,0.7777777777777778
logistic_regression,44,baseline_only,True,1,5,8,0.5470703095451359,0.75
logistic_regression,44,baseline_only,True,1,6,9,0.6615489777579332,0.8888888888888888
logistic_regression,44,baseline_only,True,1,7,16,0.7618179710242415,0.75
logistic_regression,44,baseline_only,True,1,8,25,0.8542704196085249,0.92
logistic_regression,44,baseline_only,True,1,9,102,0.972967314124048,0.9705882352941176
logistic_regression,44,baseline_only,True,2,0,246,0.007244439162759,0.0121951219512195
logistic_regression,44,baseline_only,True,2,1,11,0.1416372909290677,0.1818181818181818
logistic_regression,44,baseline_only,True,2,2,10,0.2278453344446041,0.3
logistic_regression,44,baseline_only,True,2,3,5,0.3291046805096145,0.2
logistic_regression,44,baseline_only,True,2,4,3,0.4392546904160585,0.0
logistic_regression,44,baseline_only,True,2,5,3,0.5179129830945395,0.3333333333333333
logistic_regression,44,baseline_only,True,2,6,7,0.6325744661904693,0.4285714285714285
logistic_regression,44,baseline_only,True,2,7,2,0.7259494402246189,0.5
logistic_regression,44,baseline_only,True,2,8,8,0.8679708948793206,0.625
logistic_regression,44,baseline_only,True,2,9,51,0.9880222297259658,0.9607843137254902
random_forest,44,baseline_only,True,0,0,115,0.034391304347826,0.0
random_forest,44,baseline_only,True,0,1,48,0.1436458333333333,0.0
random_forest,44,baseline_only,True,0,2,47,0.2552127659574468,0.0638297872340425
random_forest,44,baseline_only,True,0,3,25,0.3398,0.08
random_forest,44,baseline_only,True,0,4,12,0.43875,0.25
random_forest,44,baseline_only,True,0,5,5,0.562,0.6
random_forest,44,baseline_only,True,0,6,12,0.6566666666666666,1.0
random_forest,44,baseline_only,True,0,7,21,0.7461904761904761,1.0
random_forest,44,baseline_only,True,0,8,45,0.8502222222222222,1.0
random_forest,44,baseline_only,True,0,9,16,0.9203125,1.0
random_forest,44,baseline_only,True,1,0,24,0.0791666666666666,0.0
random_forest,44,baseline_only,True,1,1,68,0.1452205882352941,0.0
random_forest,44,baseline_only,True,1,2,39,0.2501282051282051,0.0512820512820512
random_forest,44,baseline_only,True,1,3,22,0.3477272727272727,0.1363636363636363
random_forest,44,baseline_only,True,1,4,19,0.4526315789473684,0.4210526315789473
random_forest,44,baseline_only,True,1,5,29,0.5522413793103449,0.7931034482758621
random_forest,44,baseline_only,True,1,6,83,0.6500602409638553,0.9156626506024096
random_forest,44,baseline_only,True,1,7,54,0.7417592592592591,1.0
random_forest,44,baseline_only,True,1,8,8,0.835,0.875
random_forest,44,baseline_only,True,2,0,189,0.0259788359788359,0.0052910052910052
random_forest,44,baseline_only,True,2,1,39,0.1356410256410256,0.0
random_forest,44,baseline_only,True,2,2,26,0.2496153846153846,0.1153846153846153
random_forest,44,baseline_only,True,2,3,15,0.3473333333333333,0.2
random_forest,44,baseline_only,True,2,4,14,0.4428571428571428,0.3571428571428571
random_forest,44,baseline_only,True,2,5,8,0.5425,0.5
random_forest,44,baseline_only,True,2,6,13,0.6453846153846153,0.9230769230769232
random_forest,44,baseline_only,True,2,7,12,0.7441666666666666,0.8333333333333334
random_forest,44,baseline_only,True,2,8,23,0.8441304347826089,1.0
random_forest,44,baseline_only,True,2,9,7,0.9128571428571428,1.0
hist_gradient_boosting,44,baseline_only,True,0,0,240,0.0019195283507807,0.0166666666666666
hist_gradient_boosting,44,baseline_only,True,0,1,1,0.167790161477208,0.0
hist_gradient_boosting,44,baseline_only,True,0,2,1,0.2885626645379153,0.0
hist_gradient_boosting,44,baseline_only,True,0,3,1,0.3812552445266073,1.0
hist_gradient_boosting,44,baseline_only,True,0,5,2,0.5568593993033033,0.0
hist_gradient_boosting,44,baseline_only,True,0,6,1,0.6449865610835784,1.0
hist_gradient_boosting,44,baseline_only,True,0,7,1,0.7866282578199141,1.0
hist_gradient_boosting,44,baseline_only,True,0,9,99,0.999990325374916,0.98989898989899
hist_gradient_boosting,44,baseline_only,True,1,0,156,0.0028448090513902,0.0192307692307692
hist_gradient_boosting,44,baseline_only,True,1,1,2,0.1528945818382379,1.0
hist_gradient_boosting,44,baseline_only,True,1,2,2,0.2257905238276899,0.0
hist_gradient_boosting,44,baseline_only,True,1,3,3,0.3558659205756786,0.3333333333333333
hist_gradient_boosting,44,baseline_only,True,1,4,4,0.4399915041077017,0.75
hist_gradient_boosting,44,baseline_only,True,1,5,2,0.5409594920293661,1.0
hist_gradient_boosting,44,baseline_only,True,1,6,3,0.6613801532145895,0.6666666666666666
hist_gradient_boosting,44,baseline_only,True,1,7,3,0.745922531967745,0.6666666666666666
hist_gradient_boosting,44,baseline_only,True,1,8,2,0.8603036653753005,0.5
hist_gradient_boosting,44,baseline_only,True,1,9,169,0.9947854156010864,0.9289940828402368
hist_gradient_boosting,44,baseline_only,True,2,0,275,0.0015424907013794,0.029090909090909
hist_gradient_boosting,44,baseline_only,True,2,1,1,0.1113818191109505,1.0
hist_gradient_boosting,44,baseline_only,True,2,2,2,0.2366810093477887,0.5
hist_gradient_boosting,44,baseline_only,True,2,3,2,0.3172012267664562,0.0
hist_gradient_boosting,44,baseline_only,True,2,4,2,0.4589715601478095,0.0
hist_gradient_boosting,44,baseline_only,True,2,5,2,0.5630117559355385,0.5
hist_gradient_boosting,44,baseline_only,True,2,6,2,0.6435842214367544,0.5
hist_gradient_boosting,44,baseline_only,True,2,7,1,0.7611912048147662,1.0
hist_gradient_boosting,44,baseline_only,True,2,8,2,0.8469895387372786,0.0
hist_gradient_boosting,44,baseline_only,True,2,9,57,0.9922069981692858,0.9649122807017544
logistic_regression,45,baseline_only,False,0,0,199,0.0053054497098148,0.0
logistic_regression,45,baseline_only,False,0,1,11,0.1488183184651366,0.0
logistic_regression,45,baseline_only,False,0,2,8,0.2454262939412793,0.0
logistic_regression,45,baseline_only,False,0,3,6,0.3674908841908138,0.3333333333333333
logistic_regression,45,baseline_only,False,0,4,8,0.4456940553186938,0.125
logistic_regression,45,baseline_only,False,0,5,7,0.5546999942256824,0.5714285714285714
logistic_regression,45,baseline_only,False,0,6,3,0.6264586752552993,0.3333333333333333
logistic_regression,45,baseline_only,False,0,7,5,0.7458618429269919,0.0
logistic_regression,45,baseline_only,False,0,8,18,0.8611846077637716,0.8888888888888888
logistic_regression,45,baseline_only,False,0,9,81,0.9632292350316418,1.0
logistic_regression,45,baseline_only,False,1,0,137,0.0292896069615844,0.0437956204379562
logistic_regression,45,baseline_only,False,1,1,24,0.1446804649201013,0.1666666666666666
logistic_regression,45,baseline_only,False,1,2,8,0.2477478454913448,0.875
logistic_regression,45,baseline_only,False,1,3,5,0.3557685461548414,0.8
logistic_regression,45,baseline_only,False,1,4,15,0.4413862326328662,0.4666666666666667
logistic_regression,45,baseline_only,False,1,5,11,0.5663899822167114,0.8181818181818182
logistic_regression,45,baseline_only,False,1,6,12,0.6541941154278239,0.6666666666666666
logistic_regression,45,baseline_only,False,1,7,16,0.7540786435652604,0.9375
logistic_regression,45,baseline_only,False,1,8,17,0.8543360150980733,1.0
logistic_regression,45,baseline_only,False,1,9,101,0.9696737294770346,0.9504950495049505
logistic_regression,45,baseline_only,False,2,0,248,0.0091611405175606,0.0201612903225806
logistic_regression,45,baseline_only,False,2,1,8,0.1441333074360498,0.0
logistic_regression,45,baseline_only,False,2,2,6,0.2444862767178982,0.1666666666666666
logistic_regression,45,baseline_only,False,2,3,7,0.3337865292910785,0.2857142857142857
logistic_regression,45,baseline_only,False,2,4,3,0.4275609639659731,0.3333333333333333
logistic_regression,45,baseline_only,False,2,5,7,0.5659664143021228,0.5714285714285714
logistic_regression,45,baseline_only,False,2,6,2,0.6707145929260008,0.0
logistic_regression,45,baseline_only,False,2,7,3,0.7620511743638095,0.3333333333333333
logistic_regression,45,baseline_only,False,2,8,6,0.8375726683230448,0.6666666666666666
logistic_regression,45,baseline_only,False,2,9,56,0.9814222826357898,0.8928571428571429
random_forest,45,baseline_only,False,0,0,134,0.0284701492537313,0.0
random_forest,45,baseline_only,False,0,1,54,0.1443518518518518,0.0
random_forest,45,baseline_only,False,0,2,38,0.2434210526315789,0.0789473684210526
random_forest,45,baseline_only,False,0,3,18,0.3355555555555555,0.1666666666666666
random_forest,45,baseline_only,False,0,4,5,0.4469999999999999,0.4
random_forest,45,baseline_only,False,0,5,1,0.505,1.0
random_forest,45,baseline_only,False,0,6,5,0.672,1.0
random_forest,45,baseline_only,False,0,7,12,0.7599999999999999,1.0
random_forest,45,baseline_only,False,0,8,43,0.8536046511627908,1.0
random_forest,45,baseline_only,False,0,9,36,0.93,1.0
random_forest,45,baseline_only,False,1,0,53,0.0693396226415094,0.0
random_forest,45,baseline_only,False,1,1,65,0.1430769230769231,0.0307692307692307
random_forest,45,baseline_only,False,1,2,25,0.2408,0.08
random_forest,45,baseline_only,False,1,3,14,0.3460714285714286,0.1428571428571428
random_forest,45,baseline_only,False,1,4,9,0.4483333333333333,0.3333333333333333
random_forest,45,baseline_only,False,1,5,16,0.5387500000000001,0.75
random_forest,45,baseline_only,False,1,6,49,0.656734693877551,0.8571428571428571
random_forest,45,baseline_only,False,1,7,78,0.7480769230769231,0.9487179487179488
random_forest,45,baseline_only,False,1,8,37,0.8366216216216216,0.972972972972973
random_forest,45,baseline_only,False,2,0,196,0.0222448979591836,0.0051020408163265
random_forest,45,baseline_only,False,2,1,44,0.1432954545454545,0.0227272727272727
random_forest,45,baseline_only,False,2,2,18,0.2361111111111111,0.1111111111111111
random_forest,45,baseline_only,False,2,3,11,0.3318181818181818,0.1818181818181818
random_forest,45,baseline_only,False,2,4,9,0.4427777777777777,0.2222222222222222
random_forest,45,baseline_only,False,2,5,9,0.5588888888888888,0.7777777777777778
random_forest,45,baseline_only,False,2,6,11,0.64,0.7272727272727273
random_forest,45,baseline_only,False,2,7,10,0.7460000000000001,1.0
random_forest,45,baseline_only,False,2,8,22,0.8525000000000001,0.8636363636363636
random_forest,45,baseline_only,False,2,9,16,0.93,1.0
hist_gradient_boosting,45,baseline_only,False,0,0,247,0.0014311264212799,0.0323886639676113
hist_gradient_boosting,45,baseline_only,False,0,1,2,0.1862213578323466,0.5
hist_gradient_boosting,45,baseline_only,False,0,4,1,0.4020351433074945,0.0
hist_gradient_boosting,45,baseline_only,False,0,9,96,0.9998357933389532,1.0
hist_gradient_boosting,45,baseline_only,False,1,0,150,0.0005085530477774,0.0133333333333333
hist_gradient_boosting,45,baseline_only,False,1,1,3,0.1521163724312365,0.3333333333333333
hist_gradient_boosting,45,baseline_only,False,1,2,1,0.221195613880381,0.0
hist_gradient_boosting,45,baseline_only,False,1,3,1,0.3639284200664628,0.0
hist_gradient_boosting,45,baseline_only,False,1,4,4,0.4663066824055863,0.75
hist_gradient_boosting,45,baseline_only,False,1,5,4,0.5663898534858824,0.5
hist_gradient_boosting,45,baseline_only,False,1,8,4,0.8443688476631193,0.75
hist_gradient_boosting,45,baseline_only,False,1,9,179,0.9959723959951788,0.905027932960894
hist_gradient_boosting,45,baseline_only,False,2,0,278,0.0013330832235589,0.0323741007194244
hist_gradient_boosting,45,baseline_only,False,2,1,2,0.1249357123871338,0.0
hist_gradient_boosting,45,baseline_only,False,2,4,3,0.4440176609476876,0.6666666666666666
hist_gradient_boosting,45,baseline_only,False,2,5,4,0.5332753180927766,0.25
hist_gradient_boosting,45,baseline_only,False,2,6,1,0.6360573938608075,1.0
hist_gradient_boosting,45,baseline_only,False,2,7,1,0.7787874693488315,1.0
hist_gradient_boosting,45,baseline_only,False,2,8,3,0.8478323096681185,0.6666666666666666
hist_gradient_boosting,45,baseline_only,False,2,9,54,0.998865863339219,0.9629629629629628
logistic_regression,45,baseline_only,True,0,0,200,0.0060776986697479,0.0
logistic_regression,45,baseline_only,True,0,1,9,0.1457484086151825,0.0
logistic_regression,45,baseline_only,True,0,2,7,0.2599784803667027,0.0
logistic_regression,45,baseline_only,True,0,3,6,0.366216381261121,0.3333333333333333
logistic_regression,45,baseline_only,True,0,4,12,0.4469305105498651,0.3333333333333333
logistic_regression,45,baseline_only,True,0,5,2,0.5376849323229014,0.0
logistic_regression,45,baseline_only,True,0,6,7,0.6300049752581656,0.4285714285714285
logistic_regression,45,baseline_only,True,0,7,7,0.7658298846112878,0.2857142857142857
logistic_regression,45,baseline_only,True,0,8,12,0.8604959082902139,0.8333333333333334
logistic_regression,45,baseline_only,True,0,9,84,0.959596288167762,1.0
logistic_regression,45,baseline_only,True,1,0,142,0.0303900966891387,0.0492957746478873
logistic_regression,45,baseline_only,True,1,1,17,0.1394744478632499,0.2352941176470588
logistic_regression,45,baseline_only,True,1,2,13,0.2544651467080968,0.6153846153846154
logistic_regression,45,baseline_only,True,1,3,9,0.3599998709200957,0.5555555555555556
logistic_regression,45,baseline_only,True,1,4,6,0.4640983449422435,0.8333333333333334
logistic_regression,45,baseline_only,True,1,5,16,0.55685652747897,0.625
logistic_regression,45,baseline_only,True,1,6,8,0.6503623175051774,0.875
logistic_regression,45,baseline_only,True,1,7,13,0.7409530651100031,0.8461538461538461
logistic_regression,45,baseline_only,True,1,8,16,0.8518964320999054,0.9375
logistic_regression,45,baseline_only,True,1,9,106,0.969984725343254,0.9528301886792452
logistic_regression,45,baseline_only,True,2,0,251,0.0087724710857606,0.0199203187250996
logistic_regression,45,baseline_only,True,2,1,9,0.1388911048287069,0.1111111111111111
logistic_regression,45,baseline_only,True,2,2,6,0.258847241175771,0.3333333333333333
logistic_regression,45,baseline_only,True,2,3,2,0.3293408239810668,0.0
logistic_regression,45,baseline_only,True,2,4,4,0.4409993044390036,0.25
logistic_regression,45,baseline_only,True,2,5,3,0.5403571130182275,0.3333333333333333
logistic_regression,45,baseline_only,True,2,6,2,0.6734566176311578,0.5
logistic_regression,45,baseline_only,True,2,7,6,0.7215225341563354,0.5
logistic_regression,45,baseline_only,True,2,8,5,0.8605103292715809,0.6
logistic_regression,45,baseline_only,True,2,9,58,0.9840345191950742,0.8793103448275862
random_forest,45,baseline_only,True,0,0,118,0.0351271186440678,0.0
random_forest,45,baseline_only,True,0,1,50,0.1421,0.0
random_forest,45,baseline_only,True,0,2,40,0.24675,0.05
random_forest,45,baseline_only,True,0,3,32,0.3346875,0.125
random_forest,45,baseline_only,True,0,4,5,0.4309999999999999,0.0
random_forest,45,baseline_only,True,0,5,7,0.5321428571428573,0.7142857142857143
random_forest,45,baseline_only,True,0,6,7,0.6392857142857143,1.0
random_forest,45,baseline_only,True,0,7,33,0.7518181818181819,1.0
random_forest,45,baseline_only,True,0,8,41,0.8456097560975611,1.0
random_forest,45,baseline_only,True,0,9,13,0.918846153846154,1.0
random_forest,45,baseline_only,True,1,0,16,0.07625,0.0
random_forest,45,baseline_only,True,1,1,69,0.1428260869565217,0.0144927536231884
random_forest,45,baseline_only,True,1,2,50,0.2391999999999999,0.06
random_forest,45,baseline_only,True,1,3,20,0.35875,0.1
random_forest,45,baseline_only,True,1,4,18,0.4452777777777778,0.3888888888888889
random_forest,45,baseline_only,True,1,5,23,0.5658695652173913,0.9130434782608696
random_forest,45,baseline_only,True,1,6,64,0.64390625,0.890625
random_forest,45,baseline_only,True,1,7,73,0.7373287671232878,0.958904109589041
random_forest,45,baseline_only,True,1,8,13,0.8123076923076924,0.9230769230769232
random_forest,45,baseline_only,True,2,0,191,0.0272513089005235,0.0052356020942408
random_forest,45,baseline_only,True,2,1,43,0.1458139534883721,0.0232558139534883
random_forest,45,baseline_only,True,2,2,21,0.2361904761904762,0.0476190476190476
random_forest,45,baseline_only,True,2,3,16,0.34875,0.25
random_forest,45,baseline_only,True,2,4,7,0.4521428571428572,0.4285714285714285
random_forest,45,baseline_only,True,2,5,17,0.5497058823529413,0.6470588235294118
random_forest,45,baseline_only,True,2,6,10,0.6605000000000001,1.0
random_forest,45,baseline_only,True,2,7,10,0.759,0.7
random_forest,45,baseline_only,True,2,8,26,0.8563461538461539,0.9615384615384616
random_forest,45,baseline_only,True,2,9,5,0.914,1.0
hist_gradient_boosting,45,baseline_only,True,0,0,248,0.0020251215513991,0.0362903225806451
hist_gradient_boosting,45,baseline_only,True,0,1,1,0.1290439247419819,0.0
hist_gradient_boosting,45,baseline_only,True,0,4,1,0.4139808318422195,0.0
hist_gradient_boosting,45,baseline_only,True,0,9,96,0.9998577282125964,1.0
hist_gradient_boosting,45,baseline_only,True,1,0,152,0.0014714906222703,0.0197368421052631
hist_gradient_boosting,45,baseline_only,True,1,1,3,0.1403523883356145,0.0
hist_gradient_boosting,45,baseline_only,True,1,3,1,0.3672431499096206,1.0
hist_gradient_boosting,45,baseline_only,True,1,4,1,0.4751589698951198,1.0
hist_gradient_boosting,45,baseline_only,True,1,5,3,0.5822619560979847,0.6666666666666666
hist_gradient_boosting,45,baseline_only,True,1,6,3,0.6535222689937344,0.3333333333333333
hist_gradient_boosting,45,baseline_only,True,1,8,4,0.8526224613670053,1.0
hist_gradient_boosting,45,baseline_only,True,1,9,179,0.9955404444681774,0.8994413407821229
hist_gradient_boosting,45,baseline_only,True,2,0,277,0.0010802943031478,0.0324909747292418
hist_gradient_boosting,45,baseline_only,True,2,1,3,0.1532581594022144,0.0
hist_gradient_boosting,45,baseline_only,True,2,3,3,0.3459786961143911,0.6666666666666666
hist_gradient_boosting,45,baseline_only,True,2,4,2,0.4195867114856965,0.5
hist_gradient_boosting,45,baseline_only,True,2,5,1,0.5247288247354222,0.0
hist_gradient_boosting,45,baseline_only,True,2,6,1,0.6327433532676557,0.0
hist_gradient_boosting,45,baseline_only,True,2,8,3,0.8596241838475661,1.0
hist_gradient_boosting,45,baseline_only,True,2,9,56,0.996236160879947,0.9464285714285714
logistic_regression,46,baseline_only,False,0,0,196,0.0051166459258803,0.0
logistic_regression,46,baseline_only,False,0,1,12,0.1492438194349228,0.0
logistic_regression,46,baseline_only,False,0,2,9,0.2461231316051582,0.0
logistic_regression,46,baseline_only,False,0,3,6,0.32601972654103,0.1666666666666666
logistic_regression,46,baseline_only,False,0,4,6,0.433990361396992,0.1666666666666666
logistic_regression,46,baseline_only,False,0,5,5,0.557777704321573,0.4
logistic_regression,46,baseline_only,False,0,6,7,0.6332243114826204,0.2857142857142857
logistic_regression,46,baseline_only,False,0,7,8,0.7560762830291007,0.625
logistic_regression,46,baseline_only,False,0,8,13,0.8587747068882071,0.8461538461538461
logistic_regression,46,baseline_only,False,0,9,84,0.9659317916891612,0.988095238095238
logistic_regression,46,baseline_only,False,1,0,147,0.0267401898832782,0.0748299319727891
logistic_regression,46,baseline_only,False,1,1,14,0.1445199688839415,0.1428571428571428
logistic_regression,46,baseline_only,False,1,2,16,0.2511717402988792,0.5625
logistic_regression,46,baseline_only,False,1,3,13,0.3615181038403395,0.6153846153846154
logistic_regression,46,baseline_only,False,1,4,10,0.4461094646909481,0.4
logistic_regression,46,baseline_only,False,1,5,8,0.5560484565447362,0.875
logistic_regression,46,baseline_only,False,1,6,13,0.6591177978294565,0.7692307692307693
logistic_regression,46,baseline_only,False,1,7,17,0.7498719707137679,0.9411764705882352
logistic_regression,46,baseline_only,False,1,8,30,0.8499405037607805,0.9666666666666668
logistic_regression,46,baseline_only,False,1,9,78,0.9743440383961156,0.9871794871794872
logistic_regression,46,baseline_only,False,2,0,228,0.0055413236480881,0.0087719298245614
logistic_regression,46,baseline_only,False,2,1,19,0.1458300109755745,0.0
logistic_regression,46,baseline_only,False,2,2,7,0.2543605083032822,0.1428571428571428
logistic_regression,46,baseline_only,False,2,3,7,0.3487543895163369,0.2857142857142857
logistic_regression,46,baseline_only,False,2,4,2,0.4722188117926985,0.0
logistic_regression,46,baseline_only,False,2,5,5,0.5493588943638785,0.8
logistic_regression,46,baseline_only,False,2,6,6,0.6437665892572143,0.5
logistic_regression,46,baseline_only,False,2,7,8,0.7392078315448174,0.25
logistic_regression,46,baseline_only,False,2,8,1,0.8099932204795299,1.0
logistic_regression,46,baseline_only,False,2,9,63,0.9830109595861384,0.8412698412698413
random_forest,46,baseline_only,False,0,0,151,0.0283774834437086,0.0
random_forest,46,baseline_only,False,0,1,44,0.1454545454545454,0.0
random_forest,46,baseline_only,False,0,2,33,0.2381818181818181,0.0606060606060606
random_forest,46,baseline_only,False,0,3,16,0.3340625,0.25
random_forest,46,baseline_only,False,0,4,4,0.4575,0.25
random_forest,46,baseline_only,False,0,5,2,0.5725,1.0
random_forest,46,baseline_only,False,0,6,6,0.65,1.0
random_forest,46,baseline_only,False,0,7,10,0.7495,1.0
random_forest,46,baseline_only,False,0,8,47,0.8554255319148936,1.0
random_forest,46,baseline_only,False,0,9,33,0.9333333333333332,1.0
random_forest,46,baseline_only,False,1,0,39,0.0624358974358974,0.0
random_forest,46,baseline_only,False,1,1,80,0.1390625,0.0125
random_forest,46,baseline_only,False,1,2,26,0.2473076923076922,0.1153846153846153
random_forest,46,baseline_only,False,1,3,17,0.3291176470588235,0.2941176470588235
random_forest,46,baseline_only,False,1,4,13,0.4476923076923077,0.4615384615384615
random_forest,46,baseline_only,False,1,5,19,0.5421052631578949,0.8421052631578947
random_forest,46,baseline_only,False,1,6,51,0.6507843137254902,0.8627450980392157
random_forest,46,baseline_only,False,1,7,67,0.750223880597015,0.9552238805970148
random_forest,46,baseline_only,False,1,8,34,0.835,1.0
random_forest,46,baseline_only,False,2,0,185,0.0217297297297297,0.0
random_forest,46,baseline_only,False,2,1,36,0.1338888888888889,0.0
random_forest,46,baseline_only,False,2,2,18,0.2538888888888889,0.0555555555555555
random_forest,46,baseline_only,False,2,3,18,0.3319444444444444,0.2222222222222222
random_forest,46,baseline_only,False,2,4,16,0.454375,0.1875
random_forest,46,baseline_only,False,2,5,9,0.5472222222222222,0.5555555555555556
random_forest,46,baseline_only,False,2,6,13,0.6703846153846154,0.5384615384615384
random_forest,46,baseline_only,False,2,7,15,0.7540000000000001,0.8
random_forest,46,baseline_only,False,2,8,25,0.8553999999999999,1.0
random_forest,46,baseline_only,False,2,9,11,0.9268181818181817,1.0
hist_gradient_boosting,46,baseline_only,False,0,0,248,0.0014640368970688,0.032258064516129
hist_gradient_boosting,46,baseline_only,False,0,2,1,0.2573344633446533,0.0
hist_gradient_boosting,46,baseline_only,False,0,9,97,0.999989119401336,1.0
hist_gradient_boosting,46,baseline_only,False,1,0,154,0.0013096126149352,0.0064935064935064
hist_gradient_boosting,46,baseline_only,False,1,1,4,0.1607700335061095,0.75
