accuracy,balanced_accuracy,macro_f1,cohen_kappa,roc_auc_ovr,log_loss,brier_score,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,precision_class_2,recall_class_2,f1_class_2,confusion_matrix,model,seed,task_mode,missing_indicators,n_features,n_train_subjects,n_val_subjects,n_test_subjects,n_train_visits,n_val_visits,n_test_visits,train_macro_f1,val_macro_f1,group,modalities
0.9017341040462428,0.9099196904195205,0.8975083691790031,0.8437964733375823,0.9838645562182982,0.24113516957013745,0.14546093464533388,0.9026548672566371,0.9714285714285714,0.9357798165137615,0.9371069182389937,0.861271676300578,0.8975903614457831,0.8243243243243243,0.8970588235294118,0.8591549295774648,"[[102, 3, 0], [11, 149, 13], [0, 7, 61]]",logistic_regression,45,baseline_only,True,10,1211,173,346,1211,173,346,0.9168618966331032,0.8859059719422556,cognitive_only,cognitive
0.430635838150289,0.47079359682215854,0.4334468710345288,0.14884743138283263,0.6245805229112759,1.0627506640307902,0.6546347442412649,0.4125874125874126,0.5619047619047619,0.47580645161290325,0.5145631067961165,0.3063583815028902,0.38405797101449274,0.37,0.5441176470588235,0.44047619047619047,"[[59, 29, 17], [74, 53, 46], [10, 21, 37]]",logistic_regression,45,baseline_only,True,50,1211,173,346,1211,173,346,0.5190569520016587,0.45482791824255236,mri_structural_only,mri_structural
0.41329479768786126,0.5020352649730412,0.4164133629269928,0.16612648549821318,0.6754445124913723,0.9866730042411832,0.6215728621082385,0.41379310344827586,0.45714285714285713,0.4343891402714932,0.5342465753424658,0.2254335260115607,0.3170731707317073,0.35668789808917195,0.8235294117647058,0.49777777777777776,"[[48, 27, 30], [63, 39, 71], [5, 7, 56]]",logistic_regression,45,baseline_only,True,2,1211,173,346,1211,173,346,0.44183419416376296,0.4213571860630683,pet_only,pet
0.3265895953757225,0.42782446311858074,0.2849235104669887,0.09734414188462914,0.5899122904082348,1.0749404539458411,0.6611784019834003,0.3989071038251366,0.6952380952380952,0.5069444444444444,0.0,0.0,0.0,0.24691358024691357,0.5882352941176471,0.34782608695652173,"[[73, 0, 32], [83, 0, 90], [27, 1, 40]]",logistic_regression,45,baseline_only,True,1,1211,173,346,1211,173,346,0.30839990782491394,0.32782904322486645,genetic_only,genetic
0.8959537572254336,0.9060661258723143,0.8924455825864276,0.8349061605344078,0.9828707907531137,0.24805374474135142,0.1517987289438013,0.8869565217391304,0.9714285714285714,0.9272727272727272,0.9363057324840764,0.8497109826589595,0.8909090909090909,0.8243243243243243,0.8970588235294118,0.8591549295774648,"[[102, 3, 0], [13, 147, 13], [0, 7, 61]]",logistic_regression,45,baseline_only,True,16,1211,173,346,1211,173,346,0.9200726938504745,0.8744776899865195,demographic_cognitive,demographic|cognitive
0.8757225433526011,0.8841326511336712,0.8714395196888217,0.8026266914300876,0.9738184654890475,0.2977443844533976,0.17812462921135996,0.8771929824561403,0.9523809523809523,0.91324200913242,0.9113924050632911,0.8323699421965318,0.8700906344410876,0.7972972972972973,0.8676470588235294,0.8309859154929577,"[[100, 5, 0], [14, 144, 15], [0, 9, 59]]",logistic_regression,45,baseline_only,True,66,1211,173,346,1211,173,346,0.9422027171236382,0.8784765587407453,clinical_mri,demographic|cognitive|mri_structural
0.8757225433526011,0.8828848302326712,0.8720023947429764,0.8021726700971984,0.9721512546736966,0.30655291617132363,0.18034846674119553,0.8761061946902655,0.9428571428571428,0.908256880733945,0.90625,0.838150289017341,0.8708708708708709,0.8082191780821918,0.8676470588235294,0.8368794326241135,"[[99, 6, 0], [14, 145, 14], [0, 9, 59]]",logistic_regression,45,baseline_only,True,67,1211,173,346,1211,173,346,0.9431196844046287,0.8848487031189208,clinical_mri_genetic,demographic|cognitive|mri_structural|genetic
0.8728323699421965,0.8809580479590681,0.8683623670020871,0.7979535229399196,0.9719436863763496,0.3100897153189052,0.1812625303811867,0.8839285714285714,0.9428571428571428,0.9124423963133641,0.9056603773584906,0.8323699421965318,0.8674698795180723,0.7866666666666666,0.8676470588235294,0.8251748251748252,"[[99, 6, 0], [13, 144, 16], [0, 9, 59]]",logistic_regression,45,baseline_only,True,69,1211,173,346,1211,173,346,0.9437734352874539,0.8683700601534815,all_primary_modalities,demographic|cognitive|mri_structural|pet|genetic
0.523121387283237,0.5657550881624326,0.5277676702352913,0.2793213577893634,0.7164889900703613,0.9878464899759686,0.606292202582947,0.5,0.6571428571428571,0.5679012345679012,0.6017699115044248,0.3930635838150289,0.4755244755244755,0.4631578947368421,0.6470588235294118,0.5398773006134969,"[[69, 29, 7], [61, 68, 44], [8, 16, 44]]",logistic_regression,45,baseline_only,True,59,1211,173,346,1211,173,346,0.5959046792772805,0.5021565699531801,all_without_cognitive,demographic|mri_structural|pet|genetic
0.8959537572254336,0.9060661258723143,0.8918542644570042,0.8349870835265285,0.981614799934,0.2559779811499091,0.15617719624121776,0.8947368421052632,0.9714285714285714,0.9315068493150684,0.9363057324840764,0.8497109826589595,0.8909090909090909,0.8133333333333334,0.8970588235294118,0.8531468531468531,"[[102, 3, 0], [12, 147, 14], [0, 7, 61]]",logistic_regression,45,baseline_only,True,19,1211,173,346,1211,173,346,0.9197425227280025,0.8755973294905631,all_without_mri_structural,demographic|cognitive|pet|genetic
0.8757225433526011,0.8828848302326712,0.8720023947429764,0.8021726700971984,0.9721512546736966,0.30655291617132363,0.18034846674119553,0.8761061946902655,0.9428571428571428,0.908256880733945,0.90625,0.838150289017341,0.8708708708708709,0.8082191780821918,0.8676470588235294,0.8368794326241135,"[[99, 6, 0], [14, 145, 14], [0, 9, 59]]",logistic_regression,45,baseline_only,True,67,1211,173,346,1211,173,346,0.9431196844046287,0.8848487031189208,all_without_pet,demographic|cognitive|mri_structural|genetic
0.8757225433526011,0.8828848302326712,0.8720023947429764,0.8021726700971984,0.9733802053243453,0.3008127730249379,0.17908657596080385,0.8761061946902655,0.9428571428571428,0.908256880733945,0.90625,0.838150289017341,0.8708708708708709,0.8082191780821918,0.8676470588235294,0.8368794326241135,"[[99, 6, 0], [14, 145, 14], [0, 9, 59]]",logistic_regression,45,baseline_only,True,68,1211,173,346,1211,173,346,0.9443002792166711,0.8683700601534815,all_without_genetic,demographic|cognitive|mri_structural|pet
0.3872832369942196,0.3984140477000048,0.3781678060270886,0.08831937159760372,0.5865482745503265,1.0795497969035053,0.6578315674077165,0.36923076923076925,0.45714285714285713,0.4085106382978723,0.5673076923076923,0.34104046242774566,0.4259927797833935,0.24107142857142858,0.39705882352941174,0.3,"[[48, 26, 31], [60, 59, 54], [22, 19, 27]]",logistic_regression,46,baseline_only,True,6,1211,173,346,1211,173,346,0.42810505678040195,0.36733292422781333,demographic_only,demographic
